,product_name,brand_name,offer_description,retailer_name,valid_from,valid_to,price,quantity,categories,image,Coicop5_Final,Coicop4_Final,Coicop3_Final,Coicop2_Final,Predicted_COICOP_5_Category,Predicted_COICOP_4_Category,Predicted_COICOP_3_Category,Predicted_COICOP_2_Category
26204,Kaninchen,not_available,1 kg,REWE,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,10.99,1,Wildfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3646494/images/default/0/msmall.jpg,01125,0112,011,01,nan,nan,nan,nan
4478,Hähnchen Minutenschnitzel,Friki,1 kg,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,9.99,1,Geflügel Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3484046/images/default/0/msmall.jpg,01124,0112,011,01,nan,nan,nan,nan
7594,Lammkarree,not_available,"Frisches Lammkarree von den saftigen Weiden des Landes, im Stück oder in Scheiben geschnitten, auch pfannenfertig gewürzt, zum Braten 100 g",EDEKA,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,2.99,1,Lammfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3507594/images/default/0/msmall.jpg,01123,0112,011,01,nan,nan,nan,nan
19620,Soljanka,EWU,700-ml-Glas,REWE,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,2.29,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3598975/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
1073,Saftclementinen,Real Quality,"Kennzeichnung siehe Etikett, jedes 1,5-kg-Netz Spanien",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Zitrusfrüchte Zitrusfrüchte Zitrusfrüchte Zitrusfrüchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3462880/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
5010,Trinkkokosnuss,not_available,Stk.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Exotische Früchte Exotische Früchte Exotische Früchte Exotische Früchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3487095/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
1412,Cambozola,Käserei Champignon,"deutscher Weichkäse Cambozola Classic oder Balance 70 % / 55 % Fett i. Tr. oder Rougette, 70 % Fett i. Tr. 100 g im Stück",EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.29,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3464332/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
2106,Hähnchenschenkel,Sprehe,"HKl. A, gefroren, jeder 3-kg-Beutel",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,3.99,1,Tiefkühlfleisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3467816/images/default/0/msmall.jpg,01124,0112,011,01,nan,nan,nan,nan
22852,Fruchtgummi,Katjes,versch. Sorten z. B. Wolke 7 175 g Beutel,CAP MARKT,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,0.55,1,Fruchtgummi Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3624324/images/default/0/msmall.jpg,01184,0118,011,01,nan,nan,nan,nan
85153,Bio Eier,not_available,braun M/L 6er Packung,EDEKA,2018-05-27 22:00:00.0,2018-06-02 21:59:00.0,1.99,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4052016/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
7283,Orangen,Edeka,"aus Spanien Klasse I 1,5-kg-Netz",EDEKA,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,2.99,1,Zitrusfrüchte Zitrusfrüchte Zitrusfrüchte Zitrusfrüchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3506503/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
133971,Popcorn,American,Süß Im wiederverschließbaren Eimer 250-g-Eimer,ALDI Süd,2018-08-03 22:00:00.0,2018-08-04 21:59:00.0,1.69,1,Popcorn Knabberartikel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4303522/images/default/0/msmall.jpg,01118,0111,011,01,nan,nan,nan,nan
370654,Mini Naschtomaten,Edeka,aus Spanien Klasse I 250 g Becher,EDEKA Center,2019-08-18 22:00:00.0,2019-08-24 21:59:00.0,1.49,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5554784/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
2089,Alkoholfrei Malzbier,Vitamalz,6 x 0.33 l-Fl.-Sixpack zzgl. 0.48 Pfand,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.49,6,Alkoholfreies Bier Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3467741/images/default/0/msmall.jpg,02133,0213,021,02,nan,nan,nan,nan
11029,Frisia Mallow Cubes,Hitschler,250-g-Beutel,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.49,1,Fruchtgummi Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3529095/images/default/0/msmall.jpg,01184,0118,011,01,nan,nan,nan,nan
1317,Wurstsuppe,Sogut,"im Beutel, jede 500-g-SB-Packung",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.29,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3464065/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
5439,Weinbrand,Chantré,0.7 l,EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,5.88,1,Weinbrand Spirituosen Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3490271/images/default/0/msmall.jpg,02111,0211,021,02,nan,nan,nan,nan
491,Riesling Sekt,Neuweierer Schloß Rodeck,"oder Baden-Badener Rivaner QbA, trocken, 6 x 0,75-l-Flasche. Bei 6 Flaschen im Karton. je 3.69",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,3.69,1,Sekt Schaumweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/290137/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
370776,Schweine Minuten-Steaks,Gut & Günstig,Zarte SchweineMinuten-Steaks 400g Packung,EDEKA Neukauf,2019-08-18 22:00:00.0,2019-08-24 21:59:00.0,2.99,1,Schweinefleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5555255/images/default/0/msmall.jpg,01122,0112,011,01,nan,nan,nan,nan
46523,Spezialmehl,Rosenmehl,"Wiener Griessler, Extra Type 550, Spätzlemehl und weitere Sorten je 1kg Beutel",EDEKA Center,2018-03-25 22:00:00.0,2018-03-31 21:59:00.0,1.29,1,Mehl Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3784575/images/default/0/msmall.jpg,01112,0111,011,01,nan,nan,nan,nan
111361,Bio Eier,not_available,"Gr. M/L, Gkl. A, aus Deutschland 6er Packung",EDEKA Neukauf,2018-06-24 22:00:00.0,2018-06-30 21:59:00.0,2.49,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4183068/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
67670,Feines Butterschmalz,Butaris,500g Becher,EDEKA Neukauf,2018-05-06 22:00:00.0,2018-05-12 21:59:00.0,4.99,1,"Butter Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3935545/images/default/0/msmall.jpg,01151,0115,011,01,nan,nan,nan,nan
129332,Landliebe Konfitüre,Zentis,Gelee oder Fruchtcreme je 200g Glas,EDEKA Center,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,1,1,"Marmeladen süße Aufstriche Aufstriche Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4281224/images/default/0/msmall.jpg,01182,0118,011,01,nan,nan,nan,nan
13132,Blütenzarte Köllnflocken,Kölln,"oder Echte Kölln Kernige 100 % Hafer-Vollkorn, jeder 500-g-Beutel",real,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,0.99,1,Müslimischungen Müsli & Cerealien Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3551599/images/default/0/msmall.jpg,01117,0111,011,01,nan,nan,nan,nan
303014,Pommes Juliennes,Agrarfrost,"Feinschnitt, tiefgefroren, 750-g-Packung",Treff 3000,2019-04-22 22:00:00.0,2019-04-27 21:59:00.0,1.29,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5210922/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
176712,Hähnchen-Leber,not_available,100 g,REWE,2018-09-23 22:00:00.0,2018-09-29 21:59:00.0,0.39,1,Geflügel Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4527799/images/default/0/msmall.jpg,01126,0112,011,01,nan,nan,nan,nan
1507,Ravioli,Maggi,"oder Penne Tomate-Mozzarella versch. Sorten, jede 800-g-Dose",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.39,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3464572/images/default/0/msmall.jpg,01116,0111,011,01,nan,nan,nan,nan
367991,Wurstaufschnitt,Rasting,100 g,EDEKA Paschmann,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,0.99,1,Wurstaufschnitt Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5541827/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
17516,Reis Spezialitäten,Reis-Fit,Im Kochbeutel 500-g-Packung,real,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,1.99,1,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3582028/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
279776,Süsse Mango,Rewe to go,130-g-Schale,REWE,2019-03-17 23:00:00.0,2019-03-23 22:59:00.0,1.59,1,Exotische Früchte Exotische Früchte Exotische Früchte Exotische Früchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5092508/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
11592,Langkornreis,Wurzener,4 x 125-g-Pkg.,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.89,4,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3534225/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
2,Weisse,Kuchlbauer,"versch. Sorten, 20 x 0,5 Liter, jeder Kasten (+ 3,10 Pfand)",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,13.49,20,Bier Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/288449/images/default/0/msmall.jpg,02132,0213,021,02,nan,nan,nan,nan
223725,Hubertusschmalz,Bedford,100 g,EDEKA,2018-12-09 23:00:00.0,2018-12-15 22:59:00.0,1.49,1,Leberwurst Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4793733/images/default/0/msmall.jpg,01155,0115,011,01,nan,nan,nan,nan
11123,Kartoffeln,Rewe Regional,2.5 kg,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.29,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3530119/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
1372,Weinbrand,Springer Urvater,"28 % Vol., jede 0,7-l-Flasche",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,4.99,1,Weinbrand Spirituosen Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3464218/images/default/0/msmall.jpg,02111,0211,021,02,nan,nan,nan,nan
31,Lila Sekt,Deinhard,"trocken, jede 0,75-l-Flasche",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,4.99,1,Sekt Schaumweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/288561/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
131857,Kräuter,Le Roulé,100g.,EDEKA Center,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,1.99,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4291173/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
17237,Tafeläpfel Elstar,not_available,1.5 kg Beutel,EDEKA Center,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,2.77,1,Äpfel Äpfel Äpfel Äpfel Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3580486/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
47163,Paprika Rot,not_available,"Kennzeichnung siehe Etikett, jede 500-g-Packung",real,2018-04-02 22:00:00.0,2018-04-07 21:59:00.0,1.44,1,Paprika Paprika Paprika Paprika Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3787241/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
27956,Pizzabrötchen,not_available,"115 g Stück,",EDEKA Simmel,2018-03-02 23:00:00.0,2018-03-10 22:59:00.0,0.49,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3661425/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
365455,Kiwi Gold,not_available,Stk.,REWE,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,0.49,1,Exotische Früchte Exotische Früchte Exotische Früchte Exotische Früchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5531058/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
366369,Plattpfirsiche Paraguayos,not_available,"der platte Pfirsich mit sehr viel Aroma, weißfleischiger Wildpfirsich Klasse 1 1 kg",EDEKA,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.77,1,Steinobst Steinobst Steinobst Steinobst Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5535917/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
333191,Cantuccini,Edeka Italia,250 g Beutel,EDEKA Center,2019-06-16 22:00:00.0,2019-06-22 21:59:00.0,1.69,1,Kekse Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5363974/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
2685,Schinken Schnitzel,Meine Metzgerei,"Aus dem Schweineschinken Zum Braten oder für den Grill, 500-g-Packung",ALDI Süd,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,3.19,1,Schweinefleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3471849/images/default/0/msmall.jpg,01122,0112,011,01,nan,nan,nan,nan
4289,Kräuter,not_available,15-30-g-Schale,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.69,1,Kräuter Kräuter Kräuter Kräuter Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3482161/images/default/0/msmall.jpg,01192,0119,011,01,nan,nan,nan,nan
4397,Süßkartoffel Pommes,Edeka,"oder Gemüse-Pommes tiefgefroren, 500-g-Packung",EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3483565/images/default/0/msmall.jpg,01176,0117,011,01,nan,nan,nan,nan
34143,Reis Spezialitäten,Reis-Fit,500g Beutel,EDEKA,2018-03-11 23:00:00.0,2018-03-17 22:59:00.0,2.49,1,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3701387/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
70922,Gelierzucker 1:1,Diamant,"für Gelee, Dr. Oetker 3 : 1 oder für Erdbeer Konfitüre jede 500/ 1000-g-Packung",real,2018-05-13 22:00:00.0,2018-05-19 21:59:00.0,0.99,1,Zucker Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3955019/images/default/0/msmall.jpg,01181,0118,011,01,nan,nan,nan,nan
31148,Zucchini,not_available,"aus Spanien oder Italien, Klasse I, 1 kg",EDEKA Center,2018-03-04 23:00:00.0,2018-03-10 22:59:00.0,1.49,1,Zucchini Zucchini Zucchini Zucchini Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3682025/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
13068,100% reines Keimöl,Mazola,"oder Rapsöl je 0,75 l Flasche",EDEKA Simmel,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,1.99,1,"Öl Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3551093/images/default/0/msmall.jpg,01154,0115,011,01,nan,nan,nan,nan
8321,Cherry-Romatomaten,Rewe Beste Wahl,250-g-Schale,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.79,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3513588/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
318585,Primitivo Salento,Doppio Passo,0.75 l,EDEKA Center,2019-05-19 22:00:00.0,2019-05-25 21:59:00.0,5.49,1,Rotweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/5292209/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
366239,Schokowürfel,Ritter Sport,176 g,REWE,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.99,1,Schokoladen Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5535414/images/default/0/msmall.jpg,01183,0118,011,01,nan,nan,nan,nan
46769,Eiersalat,Beeck,"Feinster Eiersalat mit Louisiana-Flusskrebsfleisch, „österliche Komposition“ 100 g",EDEKA,2018-03-25 22:00:00.0,2018-03-31 21:59:00.0,1.99,1,"Eiersalate Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3785492/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
7161,Fischstäbchen,Tip,"15 Stück, gefroren, jede 450-g-Packung",real,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.59,1,Tiefkühlfisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3506153/images/default/0/msmall.jpg,01136,0113,011,01,nan,nan,nan,nan
2175,Coca Cola Limonade,Coca-Cola,2-l-PET-Fl. zzgl. 0.25 Pfand,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.25,1,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3468089/images/default/0/msmall.jpg,01222,0122,012,01,nan,nan,nan,nan
181906,Der Feldsalat,Rewe Beste Wahl,100 g,REWE,2018-09-30 22:00:00.0,2018-10-06 21:59:00.0,1.11,1,Tiefkühlgemüse Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4562459/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
7519,Delikatess Lachs-Schinken,Gut & Günstig,"mild geräuchert, 100-g-Packung",Treff 3000,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.19,1,Schinken Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3507280/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
196822,Wildschwein-Edelgulasch,not_available,1 kg,EDEKA,2018-10-28 23:00:00.0,2018-11-03 22:59:00.0,12.99,1,Tiefkühlfleisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4645971/images/default/0/msmall.jpg,01126,0112,011,01,nan,nan,nan,nan
25084,Weizenmehl Type 405,Rosenmehl,1000 g Packung,EDEKA Center,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,0.88,1,Mehl Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3640234/images/default/0/msmall.jpg,01112,0111,011,01,nan,nan,nan,nan
10427,Wirsing,not_available,1 kg,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.99,1,Kohl Kohl Kohl Kohl Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3525211/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
78030,Urmeersalz,Saldoro,600 g,EDEKA,2018-05-21 22:00:00.0,2018-05-26 21:59:00.0,1.99,1,Salz Gewürze Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3999841/images/default/0/msmall.jpg,01192,0119,011,01,nan,nan,nan,nan
23604,Zucchini,not_available,aus Marokko Kl. I 1 kg,EDEKA Simmel,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,1.49,1,Zucchini Zucchini Zucchini Zucchini Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3631400/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
7025,Grünkohl,Oldenburger,"gefroren, jeder 1,5-kg-Beutel",real,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.99,1,Tiefkühlgemüse Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3505685/images/default/0/msmall.jpg,01172,0117,011,01,nan,nan,nan,nan
367882,Roastbeef,not_available,100g,EDEKA Paschmann,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.99,1,Rindfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5541507/images/default/0/msmall.jpg,01121,0112,011,01,nan,nan,nan,nan
28554,Speisefrühkartoffeln Grumbeeren,not_available,"Vorwiegend festkochend oder festkochend, Sorte siehe Etikett, aus Deutschland, 2-kg-Beutel",Treff 3000,2018-03-04 23:00:00.0,2018-03-10 22:59:00.0,0.99,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3668390/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
1624,Coca Cola Limonade,Coca-Cola,Fanta oder mezzo mix je 2l Flasche + 0.25 Pfand,EDEKA Neukauf,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.11,1,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3464914/images/default/0/msmall.jpg,01222,0122,012,01,nan,nan,nan,nan
6347,Zucchini,Edeka,-Nudeln oder Karotten-Nudeln 250-g-Schale,EDEKA Neukauf,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Zucchini Zucchini Zucchini Zucchini Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3502619/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
6811,Tafelbirnen Abate Fetel,Edeka,1 kg,EDEKA Paschmann,2018-02-05 23:00:00.0,2018-02-10 22:59:00.0,1.99,1,Birnen Birnen Birnen Birnen Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3504729/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
7556,Sport classic,Ensinger,"medium oder still Kiste mit 9 x 1-L-PET-Flasche zzgl. 3,75 Pfand",Treff 3000,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,4.49,9,Wasser Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3507413/images/default/0/msmall.jpg,01221,0122,012,01,nan,nan,nan,nan
8381,Paprika Rot,not_available,lose Klasse I Ursprung: Spanien Kg-Preis,ALDI Süd,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,1.99,1,Paprika Paprika Paprika Paprika Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3513882/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
